Circuit: * D:\Sim\igbt.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 ++to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 +to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728432
Heightened Def Con from 0.00728432 +to 0.00728432
Heightened Def Con from 0.00728432 +to 0.00728432
Heightened Def Con from 0.00728432 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 ++to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 +to 0.00728433
Heightened Def Con from 0.00728433 +++to 0.00728433
Heightened Def Con from 0.00728433 +to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 +++to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 +to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728433
Heightened Def Con from 0.00728433 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 +to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 +to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 +to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 +to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 +++++to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 ++to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 +to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 +to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728434
Heightened Def Con from 0.00728434 +to 0.00728434
Heightened Def Con from 0.00728434 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 ++to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 +to 0.00728435
Heightened Def Con from 0.00728435 ++++to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728435
Heightened Def Con from 0.00728435 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 +to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 +to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 +to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 +to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 +to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 to 0.00728436
Heightened Def Con from 0.00728436 +to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 +to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 +to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 +to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 ++to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 ++to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 +to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 +to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728437
Heightened Def Con from 0.00728437 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 +++to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 +to 0.00728438
Heightened Def Con from 0.00728438 +to 0.00728438
Heightened Def Con from 0.00728438 +to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 +to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 +to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 +to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 +to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 ++to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728438
Heightened Def Con from 0.00728438 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 +to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 ++to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 +to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 +to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 +to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.00728439
Heightened Def Con from 0.00728439 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 +to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 +to 0.0072844
Heightened Def Con from 0.0072844 +to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 +to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 +to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 +to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 +to 0.0072844
Heightened Def Con from 0.0072844 +to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 +to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
Heightened Def Con from 0.0072844 to 0.0072844
